City,Super Category (P0),Category (P1),Sub Category (P2),SKU ID,Image,Brand,SKU Name,SKU Size,MRP,SP,Link,Active?,Out of Stock?
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Milk,40041431,https://www.bigbasket.com/media/uploads/p/s/40041431_1-amul-taaza-fresh-toned-milk.jpg,Amul,Taaza Homogenised Toned Milk,500 ml,37.00,0.07,https://www.bigbasket.com/pd/40041431/amul-taaza-fresh-toned-milk-500-ml-carton/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Buttermilk & Lassi,1207078,https://www.bigbasket.com/media/uploads/p/s/1207078_2-amul-masti-buttermilk-spice.jpg,Amul,Masti Buttermilk - Spice,2x1 L,140.00,-,https://www.bigbasket.com/pd/1207078/amul-masti-buttermilk-spice-2x1-l/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Milk,40049915,https://www.bigbasket.com/media/uploads/p/s/40049915_5-amul-lactose-free-milk.jpg,Amul,Lactose Free Milk,250 ml,25.00,0.10,https://www.bigbasket.com/pd/40049915/amul-lactose-free-milk-250-ml-tetra-pack/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Cheese,104759,https://www.bigbasket.com/media/uploads/p/s/104759_10-amul-cheese-slices.jpg,Amul,"Cheese Slices - Rich In Protein, Wholesome, No Added Sugar",100 g,80.00,0.80,https://www.bigbasket.com/pd/104759/amul-cheese-slices-100-g-pouch/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Paneer, Tofu & Cream",279588,https://www.bigbasket.com/media/uploads/p/s/279588_7-amul-malai-paneer.jpg,Amul,Malai Paneer,200 g,91.00,0.46,https://www.bigbasket.com/pd/279588/amul-malai-paneer-200-g-pouch/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Milk, White & Sandwich",1204352,https://www.bigbasket.com/media/uploads/p/s/1204352_1-fresho-sandwich-bread-white-chemical-free-400g-eggs-regular-6pcs.jpg,Fresho,"Sandwich Bread - White, Chemical Free 400G + Eggs - Regular 6pcs",Combo,115.00,-,https://www.bigbasket.com/pd/1204352/fresho-sandwich-bread-white-chemical-free-400g-eggs-regular-6pcs-combo/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Brown, Wheat & Multigrain",70001169,https://www.bigbasket.com/media/uploads/p/s/70001169_11-english-oven-bread-brown.jpg,English Oven,Bread - Brown,400 g,55.00,0.14,https://www.bigbasket.com/pd/70001169/english-oven-bread-brown-400-g-pouch/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Brown, Wheat & Multigrain",1204353,https://www.bigbasket.com/media/uploads/p/s/1204353_1-fresho-bread-brown-chemical-free-400g-eggs-regular-6pcs.jpg,Fresho,"Bread - Brown, Chemical Free 400G + Eggs - Regular 6pcs",Combo,120.00,-,https://www.bigbasket.com/pd/1204353/fresho-bread-brown-chemical-free-400g-eggs-regular-6pcs-combo/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Brown, Wheat & Multigrain",1204354,https://www.bigbasket.com/media/uploads/p/s/1204354_1-fresho-bread-whole-wheat-chemical-free-400g-eggs-regular-6pcs.jpg,Fresho,"Bread - Whole Wheat, Chemical Free 400G + Eggs - Regular 6pcs",Combo,120.00,-,https://www.bigbasket.com/pd/1204354/fresho-bread-whole-wheat-chemical-free-400g-eggs-regular-6pcs-combo/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Brown, Wheat & Multigrain",1204357,https://www.bigbasket.com/media/uploads/p/s/1204357_1-fresho-bread-whole-wheat-chemical-free-400g-eggs-table-tray-12pcs.jpg,Fresho,"Bread - Whole Wheat, Chemical Free 400G + Eggs - Table Tray 12pcs",Combo,195.00,-,https://www.bigbasket.com/pd/1204357/fresho-bread-whole-wheat-chemical-free-400g-eggs-table-tray-12pcs-combo/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Brown, Wheat & Multigrain",1204360,https://www.bigbasket.com/media/uploads/p/s/1204360_1-fresho-bread-whole-wheat-chemical-free-400g-eggs-table-tray-30pcs.jpg,Fresho,"Bread - Whole Wheat, Chemical Free 400G + Eggs - Table Tray 30pcs",Combo,320.00,-,https://www.bigbasket.com/pd/1204360/fresho-bread-whole-wheat-chemical-free-400g-eggs-table-tray-30pcs-combo/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Milk, White & Sandwich",40087525,https://www.bigbasket.com/media/uploads/p/s/40087525_6-fresho-sandwich-bread-safe-preservative-free.jpg,Fresho,"Sandwich Bread - Safe, Preservative Free",200 g,32.00,0.16,https://www.bigbasket.com/pd/40087525/fresho-sandwich-bread-safe-preservative-free-200-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Brown, Wheat & Multigrain",40162924,https://www.bigbasket.com/media/uploads/p/s/40162924_4-britannia-100-whole-wheat-bread.jpg,Britannia,100% Whole Wheat Bread,450 g,55.00,0.12,https://www.bigbasket.com/pd/40162924/britannia-100-whole-wheat-bread-450-g-pouch/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Brown, Wheat & Multigrain",40087526,https://www.bigbasket.com/media/uploads/p/s/40087526_8-fresho-brown-bread-safe-preservative-free.jpg,Fresho,"Brown Bread - Safe, Preservative Free",200 g,35.00,0.18,https://www.bigbasket.com/pd/40087526/fresho-brown-bread-safe-preservative-free-200-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Brown, Wheat & Multigrain",40025355,https://www.bigbasket.com/media/uploads/p/s/40025355_9-fresho-whole-wheat-bread-safe-preservative-free.jpg,Fresho,"Whole Wheat Bread - Safe, Preservative Free",400 g,55.00,0.14,https://www.bigbasket.com/pd/40025355/fresho-whole-wheat-bread-safe-preservative-free-400-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Flavoured, Soya Milk",1202898,https://www.bigbasket.com/media/uploads/p/s/1202898_4-sofit-soya-drink-vanilla.jpg,Sofit ,Soya Drink Vanilla,2x1 L,310.00,-,https://www.bigbasket.com/pd/1202898/sofit-soya-drink-vanilla-2x1-l-multipack/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Dairy Free (Vegan),40066207,https://www.bigbasket.com/media/uploads/p/s/40066207_6-so-good-plant-based-almond-beverage-unsweetened-rich-in-calcium-vitamins-vegan.jpg,So Good,"Almond Milk - Natural Unsweetened, Plant Based Beverage, Source Of Calcium",1 L,300.00,270.00,https://www.bigbasket.com/pd/40066207/so-good-plant-based-almond-beverage-unsweetened-rich-in-calcium-vitamins-vegan-1-l/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Paneer, Tofu & Cream",40018937,https://www.bigbasket.com/media/uploads/p/s/40018937_8-briyas-tofu-soya-paneer.jpg,BRIYAS,"Tofu Paneer - Rich In Protein, Calcium, Excellent Taste & Texture",200 g,99.00,0.25,https://www.bigbasket.com/pd/40018937/briyas-tofu-soya-paneer-200-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Flavoured, Soya Milk",1205150,https://www.bigbasket.com/media/uploads/p/s/1205150_4-sofit-soya-drink-sugar-free.jpg,Sofit ,Soya Drink Sugar Free,3x1 L,465.00,-,https://www.bigbasket.com/pd/1205150/sofit-soya-drink-sugar-free-3x1-l-multipack/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Flavoured, Soya Milk",1205153,https://www.bigbasket.com/media/uploads/p/s/1205153_4-sofit-soya-drink-chocolate.jpg,Sofit ,Soya Drink Chocolate,3x1 L,465.00,-,https://www.bigbasket.com/pd/1205153/sofit-soya-drink-chocolate-3x1-l-multipack/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Dairy Free (Vegan),100025316,https://www.bigbasket.com/media/uploads/p/s/100025316_4-so-good-plant-based-soy-beverage-unsweetened-rich-in-protein-low-saturated-fat-vegan.jpg,So Good,"Soy Milk - Natural Unsweetened, Plant Based Beverage, Source Of Protein",200 ml,35.00,0.18,https://www.bigbasket.com/pd/100025316/so-good-plant-based-soy-beverage-unsweetened-rich-in-protein-low-saturated-fat-vegan-200-ml/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Dairy Free (Vegan),40295845,https://www.bigbasket.com/media/uploads/p/s/40295845_1-noto-mini-bites-coffee-chocolate-vegan-zero-added-sugar.jpg,NOTO,"Mini Bites - Coffee Chocolate, Vegan, Zero Added Sugar",180 ml,325.00,1.81,https://www.bigbasket.com/pd/40295845/noto-mini-bites-coffee-chocolate-vegan-zero-added-sugar-180-ml/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Dairy Free (Vegan),1214375,https://www.bigbasket.com/media/uploads/p/s/1214375_3-epigamia-almond-milk-unsweetened-dairy-free.jpg,Epigamia ,"Almond Drink - Unsweetened, Dairy Free",2x1 L,650.00,-,https://www.bigbasket.com/pd/1214375/epigamia-almond-milk-unsweetened-dairy-free-2x1-l/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Dairy Free (Vegan),40219980,https://www.bigbasket.com/media/uploads/p/s/40219980_2-only-earth-plant-based-oats-original-beverage-unsweetened-non-dairy-vegan.jpg,Only Earth,"Plant Based Oats Original Beverage - Unsweetened, Non-Dairy, Vegan",1 L,300.00,300.00,https://www.bigbasket.com/pd/40219980/only-earth-plant-based-oats-original-beverage-unsweetened-non-dairy-vegan-1-l/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Flavoured, Soya Milk",1209223,https://www.bigbasket.com/media/uploads/p/s/1209223_4-so-good-almond-milk-vanilla.jpg,So Good,"Almond Milk - Vanilla, Rich In Calcium",2x1 L,600.00,-,https://www.bigbasket.com/pd/1209223/so-good-almond-milk-vanilla-1-l-pack-of-2/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Gourmet Bread,1214334,https://www.bigbasket.com/media/uploads/p/s/1214334_5-britannia-treat-croissant-cocoa-creme-roll-100-veg.jpg,Britannia,"Treat Croissant - Cocoa Creme Filling, 100% Veg, Soft",6x45 g,120.00,-,https://www.bigbasket.com/pd/1214334/britannia-treat-croissant-cocoa-creme-roll-100-veg-6x45-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Tea Cakes & Slice Cakes,259985,https://www.bigbasket.com/media/uploads/p/s/259985_16-britannia-gobbles-choco-chill-cake.jpg,Britannia,"Gobbles Bar Cake - Choco Chill, Soft & Fluffy Snack",110 g,30.00,0.27,https://www.bigbasket.com/pd/259985/britannia-gobbles-choco-chill-cake-120-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Gourmet Bread,1214335,https://www.bigbasket.com/media/uploads/p/s/1214335_4-britannia-treat-croissant-vanilla-creme-roll-100-veg.jpg,Britannia,"Treat Croissant - Vanilla Creme Filling, 100% Veg, Soft",6x45 g,120.00,-,https://www.bigbasket.com/pd/1214335/britannia-treat-croissant-vanilla-creme-roll-100-veg-6x45-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Gourmet Bread,1214489,https://www.bigbasket.com/media/uploads/p/s/1214489_4-britannia-treat-croissant-100-veg-cocoa-creme-roll-vanilla-creme-roll-2x45-g-each.jpg,Britannia,Treat Croissant - with Cocoa Creme + with Vanilla Creme Filling (2 x 45g each),Combo,80.00,-,https://www.bigbasket.com/pd/1214489/britannia-treat-croissant-100-veg-cocoa-creme-roll-vanilla-creme-roll-2x45-g-each-combo/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Gourmet Bread,1214490,https://www.bigbasket.com/media/uploads/p/s/1214490_2-britannia-treat-croissant-100-veg-cocoa-creme-roll-vanilla-creme-roll-3-x-45g-each.jpg,Britannia,Treat Croissant - with Cocoa Creme + with Vanilla Creme Filling (3 x 45g each),Combo,120.00,-,https://www.bigbasket.com/pd/1214490/britannia-treat-croissant-100-veg-cocoa-creme-roll-vanilla-creme-roll-3-x-45g-each-combo/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Gourmet Bread,1222838,https://www.bigbasket.com/media/uploads/p/s/1222838_1-bb-combo-britannia-treat-croissant-cocoa-45-g-nescafe-classic-instant-coffee-50-g.jpg,bb Combo,Britannia Treat Croissant - Cocoa 45 g + Nescafe Classic Instant Coffee 50 g,Combo,185.00,-,https://www.bigbasket.com/pd/1222838/bb-combo-britannia-treat-croissant-cocoa-45-g-nescafe-classic-instant-coffee-50-g-combo/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Gourmet Bread,1221548,https://www.bigbasket.com/media/uploads/p/s/1221548_1-britannia-bourbon-chocolate-cream-biscuits-150-g-treat-croissant-cocoa-creme-45-g.jpg,Britannia,Bourbon Chocolate Cream Biscuits 150 g + Treat Croissant - Cocoa Creme 45 g,Combo,60.00,-,https://www.bigbasket.com/pd/1221548/britannia-bourbon-chocolate-cream-biscuits-150-g-treat-croissant-cocoa-creme-45-g-combo/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Gourmet Bread,1221549,https://www.bigbasket.com/media/uploads/p/s/1221549_1-britannia-treat-croissant-cocoa-creme-filling-2x45g-treat-croissant-mixed-fruit-2x47g.jpg,Britannia,Treat Croissant-Cocoa Creme Filling 2x45g + Treat Croissant-Mixed Fruit 2x47g,Combo,80.00,-,https://www.bigbasket.com/pd/1221549/britannia-treat-croissant-cocoa-creme-filling-2x45g-treat-croissant-mixed-fruit-2x47g-combo/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Gourmet Bread,1221550,https://www.bigbasket.com/media/uploads/p/s/1221550_1-britannia-treat-croissant-cocoa-creme-45-g-vanilla-creme-45-g-mixed-fruit-47-g.jpg,Britannia,Treat Croissant - Cocoa Creme 45 g + Vanilla Creme 45 g + Mixed Fruit 47 g,Combo,60.00,-,https://www.bigbasket.com/pd/1221550/britannia-treat-croissant-cocoa-creme-45-g-vanilla-creme-45-g-mixed-fruit-47-g-combo/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Croissants, Bagels",1223634,https://www.bigbasket.com/media/uploads/p/s/1223634_1-britannia-treat-croissant-orange-45-g-treat-croissant-cocoa-creme-filling-45-g.jpg,Britannia,Treat Croissant - Orange 45 g + Treat Croissant - Cocoa Creme Filling 45 g,Combo,40.00,-,https://www.bigbasket.com/pd/1223634/britannia-treat-croissant-orange-45-g-treat-croissant-cocoa-creme-filling-45-g-combo/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Rusks,40198331,https://www.bigbasket.com/media/uploads/p/s/40198331_7-britannia-toastea-premium-bake-rusk.jpg,Britannia,"Toastea Premium Bake Rusk - With Real Elaichi, Crunchy, Zero Trans Fat",700 g,130.00,0.19,https://www.bigbasket.com/pd/40198331/britannia-toastea-premium-bake-rusk-654-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Khari & Cream Rolls,40106022,https://www.bigbasket.com/media/uploads/p/s/40106022_7-tasties-khari-maska.jpg,Tasties,Khari - Maska,200 g,109.00,0.45,https://www.bigbasket.com/pd/40106022/tasties-khari-maska-200-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Rusks,1203295,https://www.bigbasket.com/media/uploads/p/s/1203295_3-tasties-rusk-suji-elaichi.jpg,Tasties,Rusk - Suji & Elaichi,2x200 g,110.00,-,https://www.bigbasket.com/pd/1203295/tasties-rusk-suji-elaichi-2x200-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Rusks,40101048,https://www.bigbasket.com/media/uploads/p/s/40101048_10-parle-rusk-real-elaichi.jpg,Parle,Rusk Real Elaichi,327 g,55.00,0.13,https://www.bigbasket.com/pd/40101048/parle-rusk-real-elaichi-300-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Bakery Biscuits, Cookies",40191072,https://www.bigbasket.com/media/uploads/p/s/40191072_4-malkist-cheese-crunchy-layered-crackers.jpg,Malkist,Cheese Flavoured Cracker Biscuits - Family Pack,144 g,60.00,0.42,https://www.bigbasket.com/pd/40191072/malkist-cheese-crunchy-layered-crackers-138-g-pouch/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Bakery Biscuits, Cookies",40200451,https://www.bigbasket.com/media/uploads/p/s/40200451_2-bb-popular-bakery-biscuit-jeera.jpg,BB Popular,Traditional Jeera Bakery Biscuits,200 g,145.00,0.73,https://www.bigbasket.com/pd/40200451/bb-popular-bakery-biscuit-jeera-200-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Rusks,1203282,https://www.bigbasket.com/media/uploads/p/s/1203282_3-tasties-rusk-milk.jpg,Tasties,Rusk - Milk,2x200 g,110.00,-,https://www.bigbasket.com/pd/1203282/tasties-rusk-milk-2x200-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Bakery Biscuits, Cookies",40106018,https://www.bigbasket.com/media/uploads/p/s/40106018_10-tasties-biscuits-cashew-nut.jpg,Tasties,Biscuits - Cashew Nut,200 g,99.00,0.43,https://www.bigbasket.com/pd/40106018/tasties-biscuits-cashew-nut-200-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Bakery Biscuits, Cookies",40204880,https://www.bigbasket.com/media/uploads/p/s/40204880_2-elite-banana-pudding-cake-sliced.jpg,Elite,Banana Pudding Cake - Sliced,150 g,60.00,0.36,https://www.bigbasket.com/pd/40204880/elite-banana-pudding-cake-sliced-150-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Bakery Biscuits, Cookies",40106017,https://www.bigbasket.com/media/uploads/p/s/40106017_10-tasties-biscuits-fruit.jpg,Tasties,Biscuits - Fruit,200 g,99.00,0.43,https://www.bigbasket.com/pd/40106017/tasties-biscuits-fruit-200-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Ice Creams,40005429,https://www.bigbasket.com/media/uploads/p/s/40005429_1-amul-real-ice-cream-vanilla-magic.jpg,Amul,Ice Cream - Vanilla Magic,1 L,195.00,195.00,https://www.bigbasket.com/pd/40005429/amul-real-ice-cream-vanilla-magic-1-l-tub/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Ice Creams,40300883,https://www.bigbasket.com/media/uploads/p/s/40300883_1-hangyo-chocofills-bars-medium-fat-ice-cream.jpg,Hangyo,Chocofills Bars - Medium Fat Ice Cream,60 ml,30.00,0.50,https://www.bigbasket.com/pd/40300883/hangyo-chocofills-bars-medium-fat-ice-cream-60-ml/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Ice Creams,40300867,https://www.bigbasket.com/media/uploads/p/s/40300867_1-hangyo-creamy-vanilla-ice-cream.jpg,Hangyo,Creamy Vanilla Ice Cream,1 L,220.00,220.00,https://www.bigbasket.com/pd/40300867/hangyo-creamy-vanilla-ice-cream-1-l-tub/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Ice Creams,40300869,https://www.bigbasket.com/media/uploads/p/s/40300869_1-hangyo-butterscotch-ice-cream.jpg,Hangyo,Butterscotch Ice Cream,1 L,240.00,240.00,https://www.bigbasket.com/pd/40300869/hangyo-butterscotch-ice-cream-1-l-tub/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Ice Creams,40300871,https://www.bigbasket.com/media/uploads/p/s/40300871_1-hangyo-belgian-chocolate-ice-cream.jpg,Hangyo,Belgian Chocolate Ice Cream,1 L,300.00,300.00,https://www.bigbasket.com/pd/40300871/hangyo-belgian-chocolate-ice-cream-1-l-tub/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Ice Creams,40300875,https://www.bigbasket.com/media/uploads/p/s/40300875_1-hangyo-butterscotch-cone-medium-fat-ice-cream.jpg,Hangyo,Butterscotch Cone - Medium Fat Ice Cream,110 ml,40.00,0.36,https://www.bigbasket.com/pd/40300875/hangyo-butterscotch-cone-medium-fat-ice-cream-110-ml/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Ice Creams,40300868,https://www.bigbasket.com/media/uploads/p/s/40300868_1-hangyo-rajbhog-ice-cream.jpg,Hangyo,Rajbhog Ice Cream,1 L,300.00,300.00,https://www.bigbasket.com/pd/40300868/hangyo-rajbhog-ice-cream-1-l-tub/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Ice Creams,40300870,https://www.bigbasket.com/media/uploads/p/s/40300870_1-hangyo-roasted-almond-ice-cream.jpg,Hangyo,Roasted Almond Ice Cream,1 L,300.00,300.00,https://www.bigbasket.com/pd/40300870/hangyo-roasted-almond-ice-cream-1-l-tub/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Ice Creams,40300873,https://www.bigbasket.com/media/uploads/p/s/40300873_1-hangyo-belgium-chocolate-cone.jpg,Hangyo,Belgium Chocolate Cone,110 ml,50.00,0.45,https://www.bigbasket.com/pd/40300873/hangyo-belgium-chocolate-cone-110-ml/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Ice Creams,40300874,https://www.bigbasket.com/media/uploads/p/s/40300874_1-hangyo-black-current-cone-medium-fat-ice-cream.jpg,Hangyo,Black Current Cone - Medium Fat Ice Cream,110 ml,35.00,0.32,https://www.bigbasket.com/pd/40300874/hangyo-black-current-cone-medium-fat-ice-cream-110-ml/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Cheese & Garlic Bread,40037492,https://www.bigbasket.com/media/uploads/p/s/40037492_2-fresho-signature-bread-garlic.jpg,Fresho Signature,Bread - Garlic,200 g,79.00,0.40,https://www.bigbasket.com/pd/40037492/fresho-signature-bread-garlic-200-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Bread Sticks & Lavash,1203336,https://www.bigbasket.com/media/uploads/p/s/1203336_2-fresho-signature-cinnamon-sticks.jpg,Fresho Signature,Cinnamon Sticks,2X100 g,190.00,-,https://www.bigbasket.com/pd/1203336/fresho-signature-cinnamon-sticks-2x100-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Bread Sticks & Lavash,40169958,https://www.bigbasket.com/media/uploads/p/s/40169958_3-the-bakers-dozen-lavash-100-wholewheat.jpg,The Baker's Dozen,Lavash - 100% Wholewheat,100 g,119.00,0.99,https://www.bigbasket.com/pd/40169958/the-bakers-dozen-lavash-100-wholewheat-100-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Breadcrumbs & Croutons,40212149,https://www.bigbasket.com/media/uploads/p/s/40212149_1-fresho-signature-garlic-herb-croutons.jpg,Fresho Signature,Garlic & Herb Croutons Bites,100 g,109.00,0.75,https://www.bigbasket.com/pd/40212149/fresho-signature-garlic-herb-croutons-100-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Bakery Biscuits, Cookies",1203340,https://www.bigbasket.com/media/uploads/p/s/1203340_1-bb-combo-freshosignature-jeera-bread-stick-100ghappychef-mayonnaise-spicy-chipotle-250g.jpg,bb Combo,FreshoSignature Jeera Bread Stick 100G+HappyChef Mayonnaise Spicy Chipotle 250G,Combo,294.00,-,https://www.bigbasket.com/pd/1203340/bb-combo-freshosignature-jeera-bread-stick-100ghappychef-mayonnaise-spicy-chipotle-250g-combo/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Cheese & Garlic Bread,1222164,https://www.bigbasket.com/media/uploads/p/s/1222164_1-the-bakers-dozen-garlic-bread-100-wholewheat.jpg,The Baker's Dozen,Garlic Bread - 100% Wholewheat,2X160 g,198.00,-,https://www.bigbasket.com/pd/1222164/the-bakers-dozen-garlic-bread-100-wholewheat-2x160-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Bread Sticks & Lavash,40169956,https://www.bigbasket.com/media/uploads/p/s/40169956_3-the-bakers-dozen-chilli-garlic-grissini-breadsticks-100-wholewheat.jpg,The Baker's Dozen,Chilli Garlic Grissini Breadsticks - 100% Wholewheat,100 g,119.00,0.75,https://www.bigbasket.com/pd/40169956/the-bakers-dozen-chilli-garlic-grissini-breadsticks-100-wholewheat-100-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Bread Sticks & Lavash,30004789,https://www.bigbasket.com/media/uploads/p/s/30004789_4-the-bakers-dozen-ragi-crackers.jpg,The Baker's Dozen,Ragi Crackers,100 g,119.00,0.99,https://www.bigbasket.com/pd/30004789/the-bakers-dozen-ragi-crackers-100-g-pouch/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Premium Cookies,1222208,https://www.bigbasket.com/media/uploads/p/s/1222208_1-the-bakers-dozen-dark-chocolate-cookies-200-g-lavash-100-wholewheat-100-g.jpg,The Baker's Dozen,Dark Chocolate Cookies 200 g + Lavash - 100% Wholewheat 100 g,Combo,308.00,-,https://www.bigbasket.com/pd/1222208/the-bakers-dozen-dark-chocolate-cookies-200-g-lavash-100-wholewheat-100-g-combo/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Panini, Focaccia & Pita",30010746,https://www.bigbasket.com/media/uploads/p/s/30010746_4-wingreens-farms-baked-pita-bread-crisps-chilli-garlic.jpg,Wingreens Farms,Baked Pita Bread Crisps - Chilli & Garlic,100 g,150.00,1.27,https://www.bigbasket.com/pd/30010746/wingreens-farms-baked-pita-bread-crisps-chilli-garlic-100-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Gourmet Bread,1214334,https://www.bigbasket.com/media/uploads/p/s/1214334_5-britannia-treat-croissant-cocoa-creme-roll-100-veg.jpg,Britannia,"Treat Croissant - Cocoa Creme Filling, 100% Veg, Soft",6x45 g,120.00,-,https://www.bigbasket.com/pd/1214334/britannia-treat-croissant-cocoa-creme-roll-100-veg-6x45-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Tea Cakes & Slice Cakes,259985,https://www.bigbasket.com/media/uploads/p/s/259985_16-britannia-gobbles-choco-chill-cake.jpg,Britannia,"Gobbles Bar Cake - Choco Chill, Soft & Fluffy Snack",110 g,30.00,0.27,https://www.bigbasket.com/pd/259985/britannia-gobbles-choco-chill-cake-120-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Gourmet Bread,1214335,https://www.bigbasket.com/media/uploads/p/s/1214335_4-britannia-treat-croissant-vanilla-creme-roll-100-veg.jpg,Britannia,"Treat Croissant - Vanilla Creme Filling, 100% Veg, Soft",6x45 g,120.00,-,https://www.bigbasket.com/pd/1214335/britannia-treat-croissant-vanilla-creme-roll-100-veg-6x45-g/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Tea Cakes & Slice Cakes,40204406,https://www.bigbasket.com/media/uploads/p/s/40204406_1-britannia-chocolate-brownie.jpg,Britannia,Fudge It Brownie - Chocolate,40 g,20.00,0.38,https://www.bigbasket.com/pd/40204406/britannia-chocolate-brownie-40-g/,-,-
