City,Super Category (P0),Category (P1),Sub Category (P2),SKU ID,Image,Brand,SKU Name,SKU Size,MRP,SP,Link,Active?,Out of Stock?
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,"Poha, Sabudana & Murmura",10000431,https://www.bigbasket.com/media/uploads/p/s/10000431_18-bb-royal-pohaavalakkiavalchivda-thick.jpg,BB Royal,Poha/Avalakki/Aval/Chivda- Thick,1 kg,100.00,64.00,https://www.bigbasket.com/pd/10000431/bb-royal-pohaavalakkiavalchivda-thick-1-kg-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Raw Rice,20001215,https://www.bigbasket.com/media/uploads/p/s/20001215_11-bb-popular-rice-raw-sona-masoori.jpg,BB Popular,"Rice/Akki - Raw, Sona Masoori",25 kg,1625.00,53.12,https://www.bigbasket.com/pd/20001215/bb-popular-rice-raw-sona-masoori-25-kg-bag/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Boiled & Steam Rice,60000022,https://www.bigbasket.com/media/uploads/p/s/60000022_12-bb-royal-idli-rice.jpg,BB Royal,Idli/Idly Rice,10 kg,650.00,49.50,https://www.bigbasket.com/pd/60000022/bb-royal-idli-rice-10-kg-bag/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Raw Rice,10000409,https://www.bigbasket.com/media/uploads/p/s/10000409_14-bb-royal-rice-dosa.jpg,BB Royal,Rice/Akki - Dosa,5 kg,300.00,46.40,https://www.bigbasket.com/pd/10000409/bb-royal-rice-dosa-5-kg-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Raw Rice,40128964,https://www.bigbasket.com/media/uploads/p/s/40128964_2-bb-popular-new-rice-sona-masoori.jpg,BB Popular,New Rice/Akki - Sona Masoori,5 kg,275.00,50.00,https://www.bigbasket.com/pd/40128964/bb-popular-new-rice-sona-masoori-5-kg/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Raw Rice,30010022,https://www.bigbasket.com/media/uploads/p/s/30010022_11-bb-royal-hmt-kolam-rice.jpg,BB Royal,HMT Kolam Rice/Akki,25 kg,2000.00,62.72,https://www.bigbasket.com/pd/30010022/bb-royal-hmt-kolam-rice-25-kg-bag/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Raw Rice,30000226,https://www.bigbasket.com/media/uploads/p/s/30000226_12-bb-royal-hmt-kolam-rice.jpg,BB Royal,HMT Kolam Rice/Akki,10 kg,800.00,62.90,https://www.bigbasket.com/pd/30000226/bb-royal-hmt-kolam-rice-10-kg-bag/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,"Poha, Sabudana & Murmura",1200099,https://www.bigbasket.com/media/uploads/p/s/1200099_2-bb-combo-bb-royal-thin-poha-1kg-besan-flour-ordinary-sooji-each-1kg.jpg,bb Combo,bb Royal Thin Poha 1Kg + Besan Flour + Ordinary Sooji (Each 1kg),Combo,315.00,-,https://www.bigbasket.com/pd/1200099/bb-combo-bb-royal-thin-poha-1kg-besan-flour-ordinary-sooji-each-1kg-combo/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,"Toor, Channa & Moong Dal",10000425,https://www.bigbasket.com/media/uploads/p/s/10000425_15-bb-royal-toor-dalarhar-dal-desi.jpg,BB Royal,Toor Dal/Togari Bele - Desi,1 kg,195.00,149.00,https://www.bigbasket.com/pd/10000425/bb-royal-toor-dalarhar-dal-desi-1-kg-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Urad & Other Dals,30010377,https://www.bigbasket.com/media/uploads/p/s/30010377_11-bb-popular-urad-dal-split.jpg,BB Popular,Urad Dal/Uddina Bele - Split,1 kg,200.00,150.00,https://www.bigbasket.com/pd/30010377/bb-popular-urad-dal-split-1-kg-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,"Toor, Channa & Moong Dal",40000292,https://www.bigbasket.com/media/uploads/p/s/40000292_5-tata-sampann-unpolished-toor-dalarhar-dal.jpg,Tata Sampann,Toor Dal/Togari Bele,500 g,100.00,0.18,https://www.bigbasket.com/pd/40000292/tata-sampann-unpolished-toor-dalarhar-dal-500-g-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Urad & Other Dals,20000541,https://www.bigbasket.com/media/uploads/p/s/20000541_12-bb-royal-fried-grambengal-gram.jpg,BB Royal,Fried Gram/Huri Kadale,200 g,40.00,0.13,https://www.bigbasket.com/pd/20000541/bb-royal-fried-grambengal-gram-200-g-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Cereals & Millets,30000120,https://www.bigbasket.com/media/uploads/p/s/30000120_14-bb-royal-peanutsmungaphalishengdana-raw.jpg,BB Royal,Peanuts/Kadalekayi - Raw,200 g,50.00,0.18,https://www.bigbasket.com/pd/30000120/bb-royal-peanutsmungaphalishengdana-raw-200-g-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Cereals & Millets,30010384,https://www.bigbasket.com/media/uploads/p/s/30010384_11-bb-popular-peanutsmungaphali-raw.jpg,BB Popular,Peanuts/Kadalekayi - Raw,200 g,47.00,0.18,https://www.bigbasket.com/pd/30010384/bb-popular-peanutsmungaphali-raw-200-g-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Organic Dals & Pulses,40135858,https://www.bigbasket.com/media/uploads/p/s/40135858_8-bb-royal-organic-turtoor-dal.jpg,BB Royal,Organic - Toor Dal/Togari Bele,5 kg,999.00,160.80,https://www.bigbasket.com/pd/40135858/bb-royal-organic-turtoor-dal-5-kg/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,"Toor, Channa & Moong Dal",40053931,https://www.bigbasket.com/media/uploads/p/s/40053931_9-bb-royal-moong-dal.jpg,BB Royal,Moong Dal/Hesaru Bele,2 kg,400.00,151.50,https://www.bigbasket.com/pd/40053931/bb-royal-moong-dal-2-kg-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,"Toor, Channa & Moong Dal",40044731,https://www.bigbasket.com/media/uploads/p/s/40044731_13-bb-popular-moong-dal.jpg,BB Popular,Moong Dal/Hesaru Bele,2 kg,380.00,147.50,https://www.bigbasket.com/pd/40044731/bb-popular-moong-dal-2-kg-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,"Toor, Channa & Moong Dal",40042838,https://www.bigbasket.com/media/uploads/p/s/40042838_11-bb-royal-channa-dal.jpg,BB Royal,Chana Dal/Kadale Bele,2 kg,240.00,99.00,https://www.bigbasket.com/pd/40042838/bb-royal-channa-dal-2-kg-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Organic Dals & Pulses,40135858,https://www.bigbasket.com/media/uploads/p/s/40135858_8-bb-royal-organic-turtoor-dal.jpg,BB Royal,Organic - Toor Dal/Togari Bele,5 kg,999.00,160.80,https://www.bigbasket.com/pd/40135858/bb-royal-organic-turtoor-dal-5-kg/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,"Organic Sugar, Jaggery",40091135,https://www.bigbasket.com/media/uploads/p/s/40091135_14-bb-royal-organic-brown-sugar.jpg,BB Royal,Organic - Brown Sugar/Sakkare,2 kg,229.00,60.50,https://www.bigbasket.com/pd/40091135/bb-royal-organic-brown-sugar-2-kg/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Organic Dals & Pulses,40094998,https://www.bigbasket.com/media/uploads/p/s/40094998_10-bb-royal-organic-raw-peanuts.jpg,BB Royal,Organic - Raw Peanuts/Kadalekayi,1 kg,269.00,183.00,https://www.bigbasket.com/pd/40094998/bb-royal-organic-raw-peanuts-1-kg/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Organic Dry Fruits,40101871,https://www.bigbasket.com/media/uploads/p/s/40101871_11-bb-royal-organic-almondbadam.jpg,BB Royal,Organic - Almond/Badam,500 g,675.00,1.01,https://www.bigbasket.com/pd/40101871/bb-royal-organic-almondbadam-500-g/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Organic Dry Fruits,40072511,https://www.bigbasket.com/media/uploads/p/s/40072511_13-bb-royal-organic-raisinkismis.jpg,BB Royal,Organic - Raisins/Ona Drakshi,100 g,69.00,0.51,https://www.bigbasket.com/pd/40072511/bb-royal-organic-raisinkismis-100-g/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Organic Masalas & Spices,40176641,https://www.bigbasket.com/media/uploads/p/s/40176641_5-bb-royal-organic-byadagi-chilli-whole.jpg,BB Royal,Organic - Byadagi Chilli Whole,200 g,199.00,0.88,https://www.bigbasket.com/pd/40176641/bb-royal-organic-byadagi-chilli-whole-200-g/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Organic Masalas & Spices,40072464,https://www.bigbasket.com/media/uploads/p/s/40072464_15-bb-royal-organic-black-pepperkali-mirchi.jpg,BB Royal,Organic Black Pepper/Kari Menasui,100 g,120.00,0.99,https://www.bigbasket.com/pd/40072464/bb-royal-organic-black-pepperkali-mirchi-100-g/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,"Organic Sugar, Jaggery",40186969,https://www.bigbasket.com/media/uploads/p/s/40186969_1-bb-royal-organic-jaggery-powder.jpg,BB Royal,Organic Jaggery/Bella Powder,1 kg,189.00,107.00,https://www.bigbasket.com/pd/40186969/bb-royal-organic-jaggery-powder-1-kg-jar/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Organic Masalas & Spices,40135853,https://www.bigbasket.com/media/uploads/p/s/40135853_8-bb-royal-organic-mustardrai-small.jpg,BB Royal,"Organic - Mustard/Sasive/Rai, Small",500 g,105.00,0.19,https://www.bigbasket.com/pd/40135853/bb-royal-organic-mustardrai-small-500-g/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Organic Masalas & Spices,40072499,https://www.bigbasket.com/media/uploads/p/s/40072499_13-bb-royal-organic-cardamomelachi-green.jpg,BB Royal,Cardamom Green/Elakki,50 g,225.00,3.48,https://www.bigbasket.com/pd/40072499/bb-royal-organic-cardamomelachi-green-50-g/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,"Sunflower, Rice Bran Oil",40054142,https://www.bigbasket.com/media/uploads/p/s/40054142_2-sunpure-refined-sunflower-oil.jpg,Sunpure ,Refined - Sunflower Oil,1 L,205.00,135.00,https://www.bigbasket.com/pd/40054142/sunpure-refined-sunflower-oil-1-l-pet-bottle/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,"Sunflower, Rice Bran Oil",274148,https://www.bigbasket.com/media/uploads/p/s/274148_14-fortune-sun-lite-sunflower-refined-oil.jpg,Fortune ,Sun lite Refined Sunflower Oil - Fortified with Vitamin A & Vitamin D,5 L,720.00,137.40,https://www.bigbasket.com/pd/274148/fortune-sun-lite-sunflower-refined-oil-5-l-can/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Other Edible Oils,40141965,https://www.bigbasket.com/media/uploads/p/s/40141965_4-anandam-pooja-oil.jpg,Anandam,Pooja Oil,890 g,180.00,0.15,https://www.bigbasket.com/pd/40141965/anandam-pooja-oil-900-g/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Ghee & Vanaspati,252429,https://www.bigbasket.com/media/uploads/p/s/252429_8-grb-ghee.jpg,GRB,Ghee/Tuppa,500 ml,425.00,0.85,https://www.bigbasket.com/pd/252429/grb-ghee-500-ml-bottle/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Gingelly Oil,148682,https://www.bigbasket.com/media/uploads/p/s/148682_1-idhayam-oil-gingelly.jpg,Idhayam,Oil - Gingelly,500 ml,250.00,0.50,https://www.bigbasket.com/pd/148682/idhayam-oil-gingelly-500-ml-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Blended Cooking Oils,147491,https://www.bigbasket.com/media/uploads/p/s/147491_9-saffola-gold-refined-cooking-oil-blended-rice-bran-sunflower-oil-helps-keeps-heart-healthy.jpg,Saffola,Gold Refined Cooking oil | Blended Rice Bran & Sunflower oil | Helps Keeps Heart Healthy,1 L,200.00,162.00,https://www.bigbasket.com/pd/147491/saffola-gold-refined-cooking-oil-blended-rice-bran-sunflower-oil-helps-keeps-heart-healthy-1-l-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,"Sunflower, Rice Bran Oil",100647221,https://www.bigbasket.com/media/uploads/p/s/100647221_11-fortune-rice-bran-oil.jpg,Fortune ,Rice Bran Oil,1 L,185.00,138.00,https://www.bigbasket.com/pd/100647221/fortune-rice-bran-oil-1-l-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,"Sunflower, Rice Bran Oil",276757,https://www.bigbasket.com/media/uploads/p/s/276757_8-dhara-refined-sunflower-oil.jpg,Dhara ,Refined - Sunflower Oil,1 L,175.00,122.00,https://www.bigbasket.com/pd/276757/dhara-refined-sunflower-oil-1-l-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,"Sunflower, Rice Bran Oil",1221865,https://www.bigbasket.com/media/uploads/p/s/1221865_1-sunpure-refined-sunflower-oil-5-l-can-bb-popular-sugar-1-kg.jpg,Sunpure ,Refined Sunflower - Oil 5 L Can + BB Popular Sugar 1 kg,Combo,955.00,-,https://www.bigbasket.com/pd/1221865/sunpure-refined-sunflower-oil-5-l-can-bb-popular-sugar-1-kg-combo/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Blended Cooking Oils,100554,https://www.bigbasket.com/media/uploads/p/s/100554_8-saffola-tasty-refined-cooking-oil-blended-rice-bran-corn-oil-pro-fitness-conscious.jpg,Saffola,Tasty Refined Cooking oil | Blended Rice bran & Corn oil | Pro Fitness Conscious,1 L,170.00,166.00,https://www.bigbasket.com/pd/100554/saffola-tasty-refined-cooking-oil-blended-rice-bran-corn-oil-pro-fitness-conscious-1-l-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Sugar & Jaggery,30005417,https://www.bigbasket.com/media/uploads/p/s/30005417_8-bb-popular-sugar.jpg,BB Popular,Sugar/Sakkare,5 kg,275.00,43.80,https://www.bigbasket.com/pd/30005417/bb-popular-sugar-5-kg/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Sugar & Jaggery,40253563,https://www.bigbasket.com/media/uploads/p/s/40253563_1-madhur-sugar-pure-hygienic-fine-grain-natural-sulphur-free.jpg,Madhur,"Sugar - Pure & Hygienic, Fine Grain, Natural, Sulphur Free",1 kg,60.00,-,https://www.bigbasket.com/pd/40253563/madhur-sugar-pure-hygienic-fine-grain-natural-sulphur-free-1-kg/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Salts,241600,https://www.bigbasket.com/media/uploads/p/s/241600_7-tata-salt-iodized.jpg,Tata Salt,Vacuum Evaporated Iodised Salt - Helps Mental Development,1 kg,28.00,27.72,https://www.bigbasket.com/pd/241600/tata-salt-iodized-1-kg-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Atta Whole Wheat,1220743,https://www.bigbasket.com/media/uploads/p/s/1220743_1-aashirvaad-atta-whole-wheat-5-kg-iodised-salt-1-kg.jpg,Aashirvaad,Atta - Whole Wheat 5 kg + Iodised Salt 1 kg,Combo,346.00,-,https://www.bigbasket.com/pd/1220743/aashirvaad-atta-whole-wheat-5-kg-iodised-salt-1-kg-combo-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Atta Whole Wheat,1220742,https://www.bigbasket.com/media/uploads/p/s/1220742_1-aashirvaad-atta-whole-wheat-10-kg-iodised-salt-1-kg.jpg,Aashirvaad,Atta - Whole Wheat 10 kg + Iodised Salt 1 kg,Combo,604.00,-,https://www.bigbasket.com/pd/1220742/aashirvaad-atta-whole-wheat-10-kg-iodised-salt-1-kg-combo-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Sugar & Jaggery,10000407,https://www.bigbasket.com/media/uploads/p/s/10000407_12-bb-royal-refined-sugar-sulphurless.jpg,BB Royal,Refined Sugar (Sulphurless)/Sakkare,5 kg,300.00,46.20,https://www.bigbasket.com/pd/10000407/bb-royal-refined-sugar-sulphurless-5-kg/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,"Organic Sugar, Jaggery",40091135,https://www.bigbasket.com/media/uploads/p/s/40091135_14-bb-royal-organic-brown-sugar.jpg,BB Royal,Organic - Brown Sugar/Sakkare,2 kg,229.00,60.50,https://www.bigbasket.com/pd/40091135/bb-royal-organic-brown-sugar-2-kg/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Sugar & Jaggery,40214887,https://www.bigbasket.com/media/uploads/p/s/40214887_2-parrys-white-label-sugar.jpg,Parry's,White Label Sugar,5 Kg,300.00,48.40,https://www.bigbasket.com/pd/40214887/parrys-white-label-sugar-5-kg/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,"Sunflower, Rice Bran Oil",1221865,https://www.bigbasket.com/media/uploads/p/s/1221865_1-sunpure-refined-sunflower-oil-5-l-can-bb-popular-sugar-1-kg.jpg,Sunpure ,Refined Sunflower - Oil 5 L Can + BB Popular Sugar 1 kg,Combo,955.00,-,https://www.bigbasket.com/pd/1221865/sunpure-refined-sunflower-oil-5-l-can-bb-popular-sugar-1-kg-combo/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Salts,236834,https://www.bigbasket.com/media/uploads/p/s/236834_6-aashirvaad-salt-iodised.jpg,Aashirvaad,Salt/Uppu - Iodised,1 kg,28.00,23.80,https://www.bigbasket.com/pd/236834/aashirvaad-salt-iodised-1-kg-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Whole Spices,40030808,https://www.bigbasket.com/media/uploads/p/s/40030808_10-bb-royal-cuminjeera-whole.jpg,BB Royal,Cumin/Jeera/Jeerige - Whole,1 kg,1000.00,480.00,https://www.bigbasket.com/pd/40030808/bb-royal-cuminjeera-whole-1-kg/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Whole Spices,40085023,https://www.bigbasket.com/media/uploads/p/s/40085023_3-bb-popular-fenugreekmethi.jpg,BB Popular,Fenugreek/Methi,500 g,150.00,0.16,https://www.bigbasket.com/pd/40085023/bb-popular-fenugreekmethi-500-g/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Whole Spices,40018894,https://www.bigbasket.com/media/uploads/p/s/40018894_9-bb-royal-corianderdhania-seeds.jpg,BB Royal,Coriander Seeds/Kottambari Beeja,500 g,250.00,0.26,https://www.bigbasket.com/pd/40018894/bb-royal-corianderdhania-seeds-500-g/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Whole Spices,40073432,https://www.bigbasket.com/media/uploads/p/s/40073432_7-bb-popular-black-pepperkali-mirch.jpg,BB Popular,Black Pepper/Kari Menasu,200 g,280.00,0.99,https://www.bigbasket.com/pd/40073432/bb-popular-black-pepperkali-mirch-200-g-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Whole Spices,1203206,https://www.bigbasket.com/media/uploads/p/s/1203206_1-bb-royal-red-chillilal-mirch-200gm-cuminjeera-whole-200gm.jpg,BB Royal,Red Chilli/Lal Mirch 200gm + Cumin/Jeera - Whole 200gm,Combo,340.00,-,https://www.bigbasket.com/pd/1203206/bb-royal-red-chillilal-mirch-200gm-cuminjeera-whole-200gm-combo/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Whole Spices,20000486,https://www.bigbasket.com/media/uploads/p/s/20000486_6-bb-royal-deseeded-tamarindimli.jpg,BB Royal,Tamarind/Imli - Deseeded,1 kg,400.00,243.00,https://www.bigbasket.com/pd/20000486/bb-royal-deseeded-tamarindimli-1-kg/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Whole Spices,40030810,https://www.bigbasket.com/media/uploads/p/s/40030810_8-bb-royal-mustardrai-small.jpg,BB Royal,Mustard/Sasive/Rai - Small,1 kg,300.00,167.00,https://www.bigbasket.com/pd/40030810/bb-royal-mustardrai-small-1-kg/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Whole Spices,40018885,https://www.bigbasket.com/media/uploads/p/s/40018885_10-bb-royal-chilli-guntur-with-stem.jpg,BB Royal,Chilli - Guntur with Stem,500 g,350.00,0.48,https://www.bigbasket.com/pd/40018885/bb-royal-chilli-guntur-with-stem-500-g/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Whole Spices,1202595,https://www.bigbasket.com/media/uploads/p/s/1202595_1-bb-royal-red-chillilal-mirch-200g-corianderdhania-seeds-200g-cuminjeera-whole-200g.jpg,BB Royal,Red Chilli/Lal Mirch 200g + Coriander/Dhania Seeds 200g + Cumin/Jeera Whole 200g,Combo,440.00,-,https://www.bigbasket.com/pd/1202595/bb-royal-red-chillilal-mirch-200g-corianderdhania-seeds-200g-cuminjeera-whole-200g-combo/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Organic Masalas & Spices,40176641,https://www.bigbasket.com/media/uploads/p/s/40176641_5-bb-royal-organic-byadagi-chilli-whole.jpg,BB Royal,Organic - Byadagi Chilli Whole,200 g,199.00,0.88,https://www.bigbasket.com/pd/40176641/bb-royal-organic-byadagi-chilli-whole-200-g/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Cashews,40021402,https://www.bigbasket.com/media/uploads/p/s/40021402_7-bb-popular-cashewkaju-whole.jpg,BB Popular,Cashew/Godambi - Whole,1 kg,1500.00,800.00,https://www.bigbasket.com/pd/40021402/bb-popular-cashewkaju-whole-1-kg/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Almonds,40021405,https://www.bigbasket.com/media/uploads/p/s/40021405_11-bb-popular-almondbadam-californian-giri.jpg,BB Popular,"Almond/Badam - Californian, Giri",1 kg,1200.00,741.00,https://www.bigbasket.com/pd/40021405/bb-popular-almondbadam-californian-giri-1-kg-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Organic Dry Fruits,40101871,https://www.bigbasket.com/media/uploads/p/s/40101871_11-bb-royal-organic-almondbadam.jpg,BB Royal,Organic - Almond/Badam,500 g,675.00,1.01,https://www.bigbasket.com/pd/40101871/bb-royal-organic-almondbadam-500-g/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Organic Dry Fruits,40072511,https://www.bigbasket.com/media/uploads/p/s/40072511_13-bb-royal-organic-raisinkismis.jpg,BB Royal,Organic - Raisins/Ona Drakshi,100 g,69.00,0.51,https://www.bigbasket.com/pd/40072511/bb-royal-organic-raisinkismis-100-g/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Almonds,40088564,https://www.bigbasket.com/media/uploads/p/s/40088564_8-bb-royal-almondbadam-californian-giri.jpg,BB Royal,"Almond/Badam - Californian, Giri Bold",1 kg,1500.00,1027.00,https://www.bigbasket.com/pd/40088564/bb-royal-almondbadam-californian-giri-1-kg-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Other Dry Fruits,10000537,https://www.bigbasket.com/media/uploads/p/s/10000537_12-bb-popular-walnutakhrot-kernels-chile.jpg,BB Popular,Walnut/Akhrot - Kernels,200 g,360.00,1.45,https://www.bigbasket.com/pd/10000537/bb-popular-walnutakhrot-kernels-chile-200-g-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Raisins,40021404,https://www.bigbasket.com/media/uploads/p/s/40021404_10-bb-popular-raisinskishmish-indian.jpg,BB Popular,Raisins/Ona Drakshi - Indian,1 kg,500.00,332.00,https://www.bigbasket.com/pd/40021404/bb-popular-raisinskishmish-indian-1-kg-pouch/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Almonds,1206889,https://www.bigbasket.com/media/uploads/p/s/1206889_1-bb-popular-almondbadam-californian-giri-200gm-cashew-whole-200gmraisins-indian-200gm.jpg,BB Popular,"Almond/Badam - Californian, Giri 200gm + Cashew Whole 200gm+Raisins Indian 200gm",Combo,640.00,-,https://www.bigbasket.com/pd/1206889/bb-popular-almondbadam-californian-giri-200gm-cashew-whole-200gmraisins-indian-200gm-combo/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Cashews,1206894,https://www.bigbasket.com/media/uploads/p/s/1206894_1-bb-popular-cashewkaju-whole-500gm-raisins-indian-500gmalmond-californian-giri-500gm.jpg,BB Popular,"Cashew/Kaju Whole 500gm + Raisins Indian 500gm+Almond Californian, Giri 500gm",Combo,1600.00,-,https://www.bigbasket.com/pd/1206894/bb-popular-cashewkaju-whole-500gm-raisins-indian-500gmalmond-californian-giri-500gm-combo/,-,-
Bangalore,"Foodgrains, Oil & Masala",foodgrains-oil-masala,Other Dry Fruits,1202402,https://www.bigbasket.com/media/uploads/p/s/1202402_1-bb-popular-cashewkaju-whole-small-w320-500g-raisinskishmish-indian-500g.jpg,BB Popular,Cashew/Kaju Whole Small W320 500g + Raisins/Kishmish - Indian 500g,Combo,1000.00,-,https://www.bigbasket.com/pd/1202402/bb-popular-cashewkaju-whole-small-w320-500g-raisinskishmish-indian-500g-combo/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Paneer, Tofu & Cream",40003150,https://www.bigbasket.com/media/uploads/p/s/40003150_4-milky-mist-paneer-premium-fresh.jpg,Milky Mist,Paneer - Rich In Calcium,500 g,299.00,0.58,https://www.bigbasket.com/pd/40003150/milky-mist-paneer-premium-fresh-500-g-pouch/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,"Paneer, Tofu & Cream",264679,https://www.bigbasket.com/media/uploads/p/s/264679_5-milky-mist-paneer-premium-fresh.jpg,Milky Mist,"Paneer - Rich In Protein, Calcium, Excellent Taste",200 g,125.00,0.63,https://www.bigbasket.com/pd/264679/milky-mist-paneer-premium-fresh-200-g-pouch/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Milk,244999,https://www.bigbasket.com/media/uploads/p/s/244999_1-nandini-goodlife-toned-milk.jpg,Nandini,GoodLife UHT Treated Toned Milk,20 x 500 ml,560.00,28.00,https://www.bigbasket.com/pd/244999/nandini-goodlife-toned-milk-500-ml-pouch/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Curd,40003156,https://www.bigbasket.com/media/uploads/p/s/40003156_8-milky-mist-natural-set-curd.jpg,Milky Mist,Curd/Dahi - No Preservatives Added,1 kg,138.00,120.00,https://www.bigbasket.com/pd/40003156/milky-mist-natural-set-curd-1-kg-cup/,-,-
Bangalore,"Bakery, Cakes & Dairy",bakery-cakes-dairy,Butter & Margarine,1204991,https://www.bigbasket.com/media/uploads/p/s/1204991_3-amul-butter-pasteurized.jpg,Amul,Butter - Pasteurized,4x100 g,224.00,-,https://www.bigbasket.com/pd/1204991/amul-butter-pasteurized-4x100-g/,-,-
